0,0.1024,0.2048,0.3072,0.4096,0.512,0.6144,0.7168,0.8192,0.9216,1.024,1.0752,1.4848,1.8944,2.304,2.7136,3.1232
0.97414,0.83962,0.95833,0.97458,0.88298,0.6791,0.625,0.35106,0.39796,0.35106,0.35345,0.38889,0.23276,0.42157,0.33065,0.3169,0.31818
0.9569,0.82075,0.925,0.90678,0.88298,0.79851,0.81731,0.81915,0.88776,0.81915,0.85345,0.9,0.92241,0.91176,0.84677,0.89437,0.79091
0.97414,0.89623,0.85833,0.94068,0.79787,0.78358,0.64423,0.45745,0.31633,0.28723,0.35345,0.36667,0.25,0.36275,0.28226,0.38732,0.26364
0.97414,0.89623,0.95833,0.92373,0.79787,0.79851,0.91346,0.84043,0.78571,0.79787,0.71552,0.81111,0.80172,0.79412,0.8629,0.79577,0.80909
0.99138,0.87736,0.90833,0.97458,0.8617,0.87313,0.95192,0.94681,0.94898,0.90426,0.93966,0.9,0.9569,0.93137,0.91129,0.8662,0.86364
0.9569,0.87736,0.94167,0.88983,0.88298,0.84328,0.81731,0.81915,0.82653,0.7766,0.80172,0.81111,0.85345,0.73529,0.8629,0.75352,0.79091
0.99138,0.91509,0.94167,0.90678,0.7766,0.85821,0.85577,0.64894,0.52041,0.60638,0.61207,0.41111,0.57759,0.55882,0.45968,0.54225,0.53636
0.99138,0.99057,0.975,0.83898,0.79787,0.78358,0.89423,0.94681,0.86735,0.92553,0.85345,0.92222,0.85345,0.69608,0.79839,0.79577,0.84545
0.9569,0.85849,0.90833,0.95763,0.88298,0.81343,0.83654,0.60638,0.47959,0.41489,0.5431,0.47778,0.50862,0.61765,0.62097,0.65493,0.46364
0.97414,0.82075,0.875,0.95763,0.92553,0.87313,0.85577,0.81915,0.80612,0.7766,0.69828,0.83333,0.76724,0.7549,0.8629,0.75352,0.80909
0.93966,0.93396,0.95833,0.88983,0.84043,0.87313,0.91346,0.8617,0.90816,0.88298,0.97414,0.92222,0.9569,0.93137,0.91129,0.89437,0.9
0.9569,0.9717,0.89167,0.95763,0.90426,0.87313,0.875,0.79787,0.7449,0.84043,0.75,0.81111,0.81897,0.79412,0.76613,0.83803,0.84545
0.99138,0.89623,0.95833,0.87288,0.88298,0.79851,0.68269,0.60638,0.45918,0.32979,0.38793,0.36667,0.31897,0.30392,0.31452,0.40141,0.26364
0.99138,0.89623,0.90833,0.94068,0.8617,0.79851,0.79808,0.90426,0.88776,0.88298,0.81897,0.81111,0.92241,0.93137,0.87903,0.89437,0.91818
0.97414,0.85849,0.925,0.92373,0.92553,0.78358,0.64423,0.52128,0.43878,0.35106,0.37069,0.41111,0.28448,0.34314,0.26613,0.28873,0.31818
0.019141,0.049988,0.02462,0.018819,0.046159,0.056968,0.067092,0.069548,0.069894,0.069548,0.062718,0.072629,0.055294,0.06913,0.059683,0.055156,0.062716
0.025456,0.05233,0.033245,0.037207,0.046159,0.048798,0.053231,0.055722,0.044381,0.055722,0.046029,0.043809,0.03435,0.038871,0.045397,0.036046,0.054574
0.019141,0.041205,0.044613,0.029817,0.058226,0.050129,0.066331,0.072662,0.066327,0.065841,0.062718,0.071774,0.056691,0.067269,0.057053,0.057791,0.059253
0.019141,0.041205,0.02462,0.033789,0.058226,0.048798,0.038154,0.052913,0.058321,0.058226,0.059123,0.057929,0.052088,0.056319,0.043281,0.047659,0.05269
0.0086207,0.044481,0.036615,0.018819,0.04975,0.040272,0.028339,0.031292,0.03004,0.04203,0.030318,0.043809,0.025456,0.034356,0.035484,0.040068,0.04579
0.025456,0.044481,0.029333,0.040214,0.046159,0.044112,0.053231,0.055722,0.053673,0.060465,0.052088,0.057929,0.046029,0.061601,0.043281,0.051019,0.054574
0.0086207,0.037463,0.029333,0.037207,0.060465,0.042275,0.048228,0.069548,0.071368,0.071226,0.063953,0.073321,0.064844,0.069518,0.06329,0.059124,0.067238
0.0086207,0.009434,0.018507,0.047498,0.058226,0.050129,0.041956,0.031292,0.047861,0.037184,0.046029,0.038781,0.046029,0.064289,0.050721,0.047659,0.048327
0.025456,0.047387,0.036615,0.025031,0.046159,0.047359,0.050862,0.071226,0.071368,0.071845,0.065405,0.07446,0.065643,0.068008,0.061582,0.056376,0.067238
0.019141,0.05233,0.042228,0.025031,0.037184,0.040272,0.048228,0.055722,0.056122,0.060465,0.060172,0.055048,0.055294,0.060021,0.043281,0.051019,0.05269
0.030318,0.033097,0.02462,0.040214,0.052913,0.040272,0.038154,0.04975,0.040389,0.046159,0.019141,0.038781,0.025456,0.034356,0.035484,0.036046,0.039781
0.025456,0.020932,0.039581,0.025031,0.04203,0.040272,0.045281,0.058226,0.062069,0.052913,0.056691,0.057929,0.050254,0.056319,0.053584,0.04346,0.048327
0.0086207,0.041205,0.02462,0.042896,0.046159,0.048798,0.064446,0.071226,0.071185,0.068479,0.063953,0.071774,0.061118,0.064289,0.058892,0.058157,0.059253
0.0086207,0.041205,0.036615,0.029817,0.04975,0.048798,0.055367,0.04203,0.044381,0.046159,0.050254,0.057929,0.03435,0.034356,0.040952,0.036046,0.036153
0.019141,0.047387,0.033245,0.033789,0.037184,0.050129,0.066331,0.072865,0.07088,0.069548,0.06338,0.073321,0.059123,0.066407,0.055997,0.053698,0.062716
