0.98355,0.95115,0.83898,0.79193,0.62662,0.39244,0.32456,0.19207,0.21698,0.19942
0.95724,0.93966,0.85593,0.8913,0.69156,0.79942,0.79825,0.8811,0.85849,0.87572
0.95724,0.96839,0.89548,0.8354,0.73052,0.57267,0.55263,0.45427,0.5,0.38439
0.99013,0.92241,0.89548,0.81056,0.69805,0.67733,0.65789,0.67988,0.62579,0.71387
0.95066,0.9569,0.82768,0.87267,0.67857,0.59012,0.54678,0.66768,0.6195,0.60983
0.98355,0.96264,0.82203,0.86025,0.71753,0.68895,0.6345,0.51524,0.55031,0.5578
0.97697,0.93391,0.84463,0.84783,0.63312,0.60174,0.52339,0.66159,0.61321,0.61561
0.96382,0.9569,0.86158,0.7795,0.76948,0.6657,0.67544,0.6311,0.58176,0.65607
0.95724,0.95115,0.81638,0.86646,0.60714,0.625,0.42982,0.53963,0.55031,0.47688
0.95066,0.95115,0.82768,0.88509,0.67857,0.81105,0.85088,0.875,0.90881,0.80058
0.98355,0.96839,0.84463,0.77329,0.56818,0.32849,0.24854,0.15549,0.12893,0.27457
0.0098102,0.016133,0.02756,0.03194,0.038969,0.037227,0.03579,0.030703,0.03264,0.030328
0.016131,0.017873,0.026318,0.024409,0.037196,0.030483,0.030639,0.025167,0.027549,0.024987
0.016131,0.012986,0.022886,0.02915,0.035722,0.037717,0.038022,0.038879,0.039653,0.036978
0.007336,0.020134,0.022886,0.030822,0.036973,0.035631,0.036268,0.036413,0.038369,0.034339
0.017313,0.015169,0.028326,0.026168,0.037616,0.037497,0.038067,0.036768,0.038496,0.03708
0.0098102,0.014127,0.028691,0.027234,0.03625,0.03528,0.036818,0.039025,0.03945,0.037758
0.011751,0.018668,0.027159,0.028225,0.038827,0.037322,0.038194,0.036935,0.038616,0.036978
0.014835,0.015169,0.025876,0.032627,0.033893,0.035957,0.03579,0.037669,0.039115,0.036104
0.016131,0.016133,0.029046,0.026711,0.039349,0.036907,0.037855,0.03892,0.03945,0.037973
0.017313,0.016133,0.028326,0.025019,0.037616,0.029794,0.027162,0.025723,0.022685,0.030328
0.0098102,0.012986,0.027159,0.032954,0.039912,0.035798,0.033016,0.028218,0.026474,0.033906
